Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
marco 2024,1.8 Feijao (1 Safra),Santa Catarina,27745,28010,49827,1796
marco 2024,1.9 Feijao (2 Safra),Santa Catarina,34004,34259,65766,1934
marco 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
marco 2024,1.13 Milho (1 Safra),Santa Catarina,285410,285864,2012141,7050
marco 2024,1.14 Milho (2 Safra),Santa Catarina,9652,9652,55312,5731
marco 2024,1.15 Soja,Santa Catarina,802310,802310,2885251,3596
marco 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
marco 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
abril 2024,1.4 Arroz,Santa Catarina,143057,143057,1115533,7798
abril 2024,1.8 Feijao (1 Safra),Santa Catarina,27745,28010,49827,1796
abril 2024,1.9 Feijao (2 Safra),Santa Catarina,34004,34259,65766,1934
abril 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
abril 2024,1.13 Milho (1 Safra),Santa Catarina,285410,285864,2012141,7050
abril 2024,1.14 Milho (2 Safra),Santa Catarina,9652,9652,55312,5731
abril 2024,1.15 Soja,Santa Catarina,802310,802310,2885251,3596
abril 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
abril 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
maio 2024,1.4 Arroz,Santa Catarina,143057,143057,1115533,7798
maio 2024,1.8 Feijao (1 Safra),Santa Catarina,27745,28010,49827,1796
maio 2024,1.9 Feijao (2 Safra),Santa Catarina,34004,34259,65766,1934
maio 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
maio 2024,1.13 Milho (1 Safra),Santa Catarina,285410,285864,2012141,7050
maio 2024,1.14 Milho (2 Safra),Santa Catarina,9652,9652,55312,5731
maio 2024,1.15 Soja,Santa Catarina,802310,802310,2885251,3596
maio 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
maio 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
junho 2024,1.4 Arroz,Santa Catarina,143057,143057,1115533,7798
junho 2024,1.8 Feijao (1 Safra),Santa Catarina,27745,28010,49827,1796
junho 2024,1.9 Feijao (2 Safra),Santa Catarina,34004,34259,65766,1934
junho 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
junho 2024,1.13 Milho (1 Safra),Santa Catarina,285410,285864,2012141,7050
junho 2024,1.14 Milho (2 Safra),Santa Catarina,9652,9652,55312,5731
junho 2024,1.15 Soja,Santa Catarina,802310,802310,2885251,3596
junho 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
junho 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
julho 2024,1.4 Arroz,Santa Catarina,143057,143057,1115533,7798
julho 2024,1.8 Feijao (1 Safra),Santa Catarina,27745,28010,49827,1796
julho 2024,1.9 Feijao (2 Safra),Santa Catarina,34004,34259,65766,1934
julho 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
julho 2024,1.13 Milho (1 Safra),Santa Catarina,285410,285864,2012141,7050
julho 2024,1.14 Milho (2 Safra),Santa Catarina,9652,9652,55312,5731
julho 2024,1.15 Soja,Santa Catarina,802310,802310,2885251,3596
julho 2024,1.17 Trigo,Santa Catarina,130940,130940,415080,3170
julho 2024,15 Fumo,Santa Catarina,86523,86546,164407,1900
agosto 2024,1.4 Arroz,Santa Catarina,142844,143047,1113628,7796
agosto 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
agosto 2024,1.9 Feijao (2 Safra),Santa Catarina,35493,36782,59763,1684
agosto 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
agosto 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
agosto 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54336,5465
agosto 2024,1.15 Soja,Santa Catarina,811373,814758,2722653,3356
agosto 2024,1.17 Trigo,Santa Catarina,121011,121011,403432,3334
agosto 2024,15 Fumo,Santa Catarina,87244,87272,165793,1900
setembro 2024,1.4 Arroz,Santa Catarina,142844,143047,1113628,7796
setembro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
setembro 2024,1.9 Feijao (2 Safra),Santa Catarina,35493,36782,59763,1684
setembro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
setembro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
setembro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54336,5465
setembro 2024,1.15 Soja,Santa Catarina,811373,814758,2722653,3356
setembro 2024,1.17 Trigo,Santa Catarina,121011,121011,403432,3334
setembro 2024,15 Fumo,Santa Catarina,87244,87272,165793,1900
outubro 2024,1.4 Arroz,Santa Catarina,142844,143047,1113628,7796
outubro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
outubro 2024,1.9 Feijao (2 Safra),Santa Catarina,35493,36782,59763,1684
outubro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
outubro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
outubro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54336,5465
outubro 2024,1.15 Soja,Santa Catarina,811373,814758,2722653,3356
outubro 2024,1.17 Trigo,Santa Catarina,121011,121011,403432,3334
outubro 2024,15 Fumo,Santa Catarina,87244,87272,165793,1900
novembro 2024,1.4 Arroz,Santa Catarina,142962,143100,1114820,7798
novembro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
novembro 2024,1.9 Feijao (2 Safra),Santa Catarina,35497,36702,59806,1685
novembro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
novembro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
novembro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54146,5446
novembro 2024,1.15 Soja,Santa Catarina,811193,814598,2722233,3356
novembro 2024,1.17 Trigo,Santa Catarina,122547,122577,426196,3478
novembro 2024,15 Fumo,Santa Catarina,87277,87282,166516,1908
dezembro 2024,1.4 Arroz,Santa Catarina,142962,143100,1114820,7798
dezembro 2024,1.8 Feijao (1 Safra),Santa Catarina,28173,28525,45469,1614
dezembro 2024,1.9 Feijao (2 Safra),Santa Catarina,35497,36702,59806,1685
dezembro 2024,1.10 Feijao (3 Safra),Santa Catarina,,,,
dezembro 2024,1.13 Milho (1 Safra),Santa Catarina,284984,285378,1742339,6114
dezembro 2024,1.14 Milho (2 Safra),Santa Catarina,9942,9942,54146,5446
dezembro 2024,1.15 Soja,Santa Catarina,811193,814598,2722233,3356
dezembro 2024,1.17 Trigo,Santa Catarina,122547,122577,426196,3478
dezembro 2024,15 Fumo,Santa Catarina,87277,87282,166516,1908
janeiro 2014,1.4 Arroz,Rio Grande do Sul,1114614,1114614,8472699,7601
janeiro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51772,51772,81800,1580
janeiro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,13679,13679,20300,1484
janeiro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
janeiro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,933178,933458,5397067,5784
janeiro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
janeiro 2014,1.15 Soja,Rio Grande do Sul,4967622,4967622,13951619,2809
janeiro 2014,1.17 Trigo,Rio Grande do Sul,1050849,1050849,2515733,2394
janeiro 2014,15 Fumo,Rio Grande do Sul,205276,205969,422182,2057
fevereiro 2014,1.4 Arroz,Rio Grande do Sul,1117675,1117675,8474033,7582
fevereiro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51135,51135,77945,1524
fevereiro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,18317,18317,28914,1579
fevereiro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
fevereiro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,930486,931416,5344611,5744
fevereiro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
fevereiro 2014,1.15 Soja,Rio Grande do Sul,4958845,4958845,13883471,2800
fevereiro 2014,1.17 Trigo,Rio Grande do Sul,1050849,1050849,2515733,2394
fevereiro 2014,15 Fumo,Rio Grande do Sul,205827,206520,412488,2004
marco 2014,1.4 Arroz,Rio Grande do Sul,1115588,1115588,8626868,7733
marco 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51650,51650,73857,1430
marco 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,23047,23047,36248,1573
marco 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
marco 2014,1.13 Milho (1 Safra),Rio Grande do Sul,927631,929181,5401926,5823
marco 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
marco 2014,1.15 Soja,Rio Grande do Sul,4984217,4984217,13353562,2679
marco 2014,1.17 Trigo,Rio Grande do Sul,1059232,1059232,2535801,2394
marco 2014,15 Fumo,Rio Grande do Sul,204662,205360,409210,1999
abril 2014,1.4 Arroz,Rio Grande do Sul,1115588,1115588,8626868,7733
abril 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51650,51650,73857,1430
abril 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,23047,23047,36248,1573
abril 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
abril 2014,1.13 Milho (1 Safra),Rio Grande do Sul,927631,929181,5401926,5823
abril 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
abril 2014,1.15 Soja,Rio Grande do Sul,4984217,4984217,13353562,2679
abril 2014,1.17 Trigo,Rio Grande do Sul,1059232,1059232,2535801,2394
abril 2014,15 Fumo,Rio Grande do Sul,204662,205360,409210,1999
maio 2014,1.4 Arroz,Rio Grande do Sul,1114327,1114927,8342704,7487
maio 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51356,51356,73550,1432
maio 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24954,24954,37705,1511
maio 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
maio 2014,1.13 Milho (1 Safra),Rio Grande do Sul,928484,929624,5430417,5849
maio 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
maio 2014,1.15 Soja,Rio Grande do Sul,4985551,4985551,13045935,2617
maio 2014,1.17 Trigo,Rio Grande do Sul,1152391,1152391,3247432,2818
maio 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
junho 2014,1.4 Arroz,Rio Grande do Sul,1114327,1114927,8342704,7487
junho 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51356,51356,73550,1432
junho 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24954,24954,37705,1511
junho 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
junho 2014,1.13 Milho (1 Safra),Rio Grande do Sul,928484,929624,5430417,5849
junho 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
junho 2014,1.15 Soja,Rio Grande do Sul,4985551,4985551,13045935,2617
junho 2014,1.17 Trigo,Rio Grande do Sul,1152391,1152391,3247432,2818
junho 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
julho 2014,1.4 Arroz,Rio Grande do Sul,1114327,1114927,8342704,7487
julho 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51356,51356,73550,1432
julho 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24954,24954,37705,1511
julho 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
julho 2014,1.13 Milho (1 Safra),Rio Grande do Sul,928484,929624,5430417,5849
julho 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
julho 2014,1.15 Soja,Rio Grande do Sul,4985551,4985551,13045935,2617
julho 2014,1.17 Trigo,Rio Grande do Sul,1152391,1152391,3247432,2818
julho 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
agosto 2014,1.4 Arroz,Rio Grande do Sul,1113480,1114080,8258357,7417
agosto 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51336,51336,73553,1433
agosto 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24854,25109,37351,1503
agosto 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
agosto 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5390191,5830
agosto 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
agosto 2014,1.15 Soja,Rio Grande do Sul,4986614,4986614,13017165,2610
agosto 2014,1.17 Trigo,Rio Grande do Sul,1157777,1157777,3259418,2815
agosto 2014,15 Fumo,Rio Grande do Sul,204608,205306,412625,2017
setembro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
setembro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
setembro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
setembro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
setembro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
setembro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
setembro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
setembro 2014,1.17 Trigo,Rio Grande do Sul,1157109,1157109,3212277,2776
setembro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
outubro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
outubro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
outubro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
outubro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
outubro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
outubro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
outubro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
outubro 2014,1.17 Trigo,Rio Grande do Sul,1170092,1170742,2826787,2416
outubro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
novembro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
novembro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
novembro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
novembro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
novembro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
novembro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
novembro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
novembro 2014,1.17 Trigo,Rio Grande do Sul,1170092,1170742,2826787,2416
novembro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
dezembro 2014,1.4 Arroz,Rio Grande do Sul,1113780,1114380,8240847,7399
dezembro 2014,1.8 Feijao (1 Safra),Rio Grande do Sul,51332,51332,73579,1433
dezembro 2014,1.9 Feijao (2 Safra),Rio Grande do Sul,24939,25174,37487,1503
dezembro 2014,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
dezembro 2014,1.13 Milho (1 Safra),Rio Grande do Sul,924483,925634,5389916,5830
dezembro 2014,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
dezembro 2014,1.15 Soja,Rio Grande do Sul,4986542,4986542,13041226,2615
dezembro 2014,1.17 Trigo,Rio Grande do Sul,1179017,1180179,1670623,1417
dezembro 2014,15 Fumo,Rio Grande do Sul,204608,205306,412622,2017
janeiro 2015,1.4 Arroz,Rio Grande do Sul,1124565,1124565,8598757,7646
janeiro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42431,42701,62069,1463
janeiro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,20282,20282,29155,1437
janeiro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
janeiro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,874811,874869,5333738,6097
janeiro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
janeiro 2015,1.15 Soja,Rio Grande do Sul,5200279,5200279,14650733,2817
janeiro 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
janeiro 2015,15 Fumo,Rio Grande do Sul,201199,201499,420535,2090
fevereiro 2015,1.4 Arroz,Rio Grande do Sul,1121059,1128105,8535363,7614
fevereiro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42211,42751,60638,1437
fevereiro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,22603,22603,34173,1512
fevereiro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
fevereiro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,868543,868601,5378488,6193
fevereiro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
fevereiro 2015,1.15 Soja,Rio Grande do Sul,5219669,5219684,14878325,2850
fevereiro 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
fevereiro 2015,15 Fumo,Rio Grande do Sul,200421,200721,416029,2076
marco 2015,1.4 Arroz,Rio Grande do Sul,1122046,1129597,8396348,7483
marco 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,61063,1440
marco 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23924,23924,36283,1517
marco 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
marco 2015,1.13 Milho (1 Safra),Rio Grande do Sul,867212,867270,5503975,6347
marco 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
marco 2015,1.15 Soja,Rio Grande do Sul,5230064,5230879,15114372,2890
marco 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
marco 2015,15 Fumo,Rio Grande do Sul,200749,201052,415691,2071
abril 2015,1.4 Arroz,Rio Grande do Sul,1122046,1129597,8396348,7483
abril 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,61063,1440
abril 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23924,23924,36283,1517
abril 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
abril 2015,1.13 Milho (1 Safra),Rio Grande do Sul,867212,867270,5503975,6347
abril 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
abril 2015,1.15 Soja,Rio Grande do Sul,5230064,5230879,15114372,2890
abril 2015,1.17 Trigo,Rio Grande do Sul,1179017,1180179,2897238,2457
abril 2015,15 Fumo,Rio Grande do Sul,200749,201052,415691,2071
maio 2015,1.4 Arroz,Rio Grande do Sul,1121286,1129099,8540889,7617
maio 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60834,1435
maio 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23971,23971,34653,1446
maio 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
maio 2015,1.13 Milho (1 Safra),Rio Grande do Sul,865125,865183,5640375,6520
maio 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
maio 2015,1.15 Soja,Rio Grande do Sul,5240397,5241776,15595618,2976
maio 2015,1.17 Trigo,Rio Grande do Sul,919978,919978,2529233,2749
maio 2015,15 Fumo,Rio Grande do Sul,200749,201052,418267,2084
junho 2015,1.4 Arroz,Rio Grande do Sul,1121286,1129099,8540889,7617
junho 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60834,1435
junho 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,23971,23971,34653,1446
junho 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
junho 2015,1.13 Milho (1 Safra),Rio Grande do Sul,865125,865183,5640375,6520
junho 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
junho 2015,1.15 Soja,Rio Grande do Sul,5240397,5241776,15595618,2976
junho 2015,1.17 Trigo,Rio Grande do Sul,919978,919978,2529233,2749
junho 2015,15 Fumo,Rio Grande do Sul,200749,201052,418267,2084
julho 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
julho 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
julho 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
julho 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
julho 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
julho 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
julho 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
julho 2015,1.17 Trigo,Rio Grande do Sul,889111,889111,2487353,2798
julho 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
agosto 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
agosto 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
agosto 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
agosto 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
agosto 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
agosto 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
agosto 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
agosto 2015,1.17 Trigo,Rio Grande do Sul,889111,889111,2487353,2798
agosto 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
setembro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
setembro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
setembro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
setembro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
setembro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
setembro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
setembro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
setembro 2015,1.17 Trigo,Rio Grande do Sul,878616,881616,2395338,2726
setembro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
outubro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
outubro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
outubro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
outubro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
outubro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
outubro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
outubro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
outubro 2015,1.17 Trigo,Rio Grande do Sul,871804,878536,1903035,2183
outubro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
novembro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
novembro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
novembro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
novembro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
novembro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
novembro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
novembro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
novembro 2015,1.17 Trigo,Rio Grande do Sul,871804,878536,1903035,2183
novembro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
dezembro 2015,1.4 Arroz,Rio Grande do Sul,1121675,1127916,8679490,7738
dezembro 2015,1.8 Feijao (1 Safra),Rio Grande do Sul,42404,43064,60786,1433
dezembro 2015,1.9 Feijao (2 Safra),Rio Grande do Sul,24394,24394,34941,1432
dezembro 2015,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
dezembro 2015,1.13 Milho (1 Safra),Rio Grande do Sul,863550,863608,5633650,6524
dezembro 2015,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
dezembro 2015,1.15 Soja,Rio Grande do Sul,5262520,5263899,15700264,2983
dezembro 2015,1.17 Trigo,Rio Grande do Sul,874492,882566,1391985,1592
dezembro 2015,15 Fumo,Rio Grande do Sul,199661,199963,414936,2078
janeiro 2016,1.4 Arroz,Rio Grande do Sul,1087023,1087023,8433761,7759
janeiro 2016,1.8 Feijao (1 Safra),Rio Grande do Sul,41718,41839,68006,1630
janeiro 2016,1.9 Feijao (2 Safra),Rio Grande do Sul,20170,20170,31973,1585
janeiro 2016,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
janeiro 2016,1.13 Milho (1 Safra),Rio Grande do Sul,750369,751899,4809124,6409
janeiro 2016,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
janeiro 2016,1.15 Soja,Rio Grande do Sul,5471680,5471680,16233592,2967
janeiro 2016,1.17 Trigo,Rio Grande do Sul,874492,882566,1391985,1592
