Data Medicao,TemperaturaMedia C?,CodEstacao,Nome,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",n
setembro 2014,18.6,A867,Santa Catarina,"108,8","1015,6","2,2",
outubro 2014,20.7,A867,Santa Catarina,,"1015,9","2,7",
novembro 2014,22.4,A867,Santa Catarina,"40,8","1012,8","2,3",
dezembro 2014,23.8,A867,Santa Catarina,"117,4","1011,4","2,3",
janeiro 2015,25.0,A867,Santa Catarina,211,"1012,5","2,2",
fevereiro 2015,23.7,A867,Santa Catarina,"267,2","1012,3","2,1",
marco 2015,22.8,A867,Santa Catarina,"165,8","1013,9","2,2",
abril 2015,20.6,A867,Santa Catarina,"119,2","1016,2",2,
maio 2015,18.4,A867,Santa Catarina,"252,6","1017,9",2,
junho 2015,15.9,A867,Santa Catarina,"120,2","1019,3","1,6",
julho 2015,16.2,A867,Santa Catarina,208,"1017,7","1,9",
agosto 2015,19.6,A867,Santa Catarina,"52,6","1016,4","2,2",
setembro 2015,17.5,A867,Santa Catarina,174,"1014,1","2,4",
outubro 2015,18.9,A867,Santa Catarina,"78,6","1015,4","2,8",
novembro 2015,20.9,A867,Santa Catarina,"137,4","1012,6","2,6",
dezembro 2015,23.7,A867,Santa Catarina,"137,8","1011,3","2,3",
janeiro 2016,24.1,A867,Santa Catarina,"47,6",1012,"2,2",
fevereiro 2016,24.4,A867,Santa Catarina,57,"1012,1",2,
marco 2016,22.6,A867,Santa Catarina,"171,8","1014,6",2,
abril 2016,22.8,A867,Santa Catarina,"104,4","1013,6","1,9",
maio 2016,15.8,A867,Santa Catarina,46,1019,"1,7",
junho 2016,11.9,A867,Santa Catarina,"16,2","1021,7","1,6",
julho 2016,14.3,A867,Santa Catarina,"140,8","1018,1",2,
agosto 2016,15.6,A867,Santa Catarina,"109,4","1017,3","1,9",
setembro 2016,17.0,A867,Santa Catarina,"66,2","1017,9","2,6",
outubro 2016,19.1,A867,Santa Catarina,"159,8",1015,3,
novembro 2016,21.2,A867,Santa Catarina,"51,2","1013,6","2,9",
dezembro 2016,23.5,A867,Santa Catarina,"243,4","1011,2","2,6",
janeiro 2017,24.8,A867,Santa Catarina,,"1011,8","2,2",
fevereiro 2017,,A867,Santa Catarina,,,,
marco 2017,,A867,Santa Catarina,,,,
abril 2017,,A867,Santa Catarina,,,,
maio 2017,,A867,Santa Catarina,,,,
junho 2017,,A867,Santa Catarina,,,,
julho 2017,15.2,A867,Santa Catarina,,,,
agosto 2017,17.6,A867,Santa Catarina,"83,8","1018,2","2,7",
setembro 2017,20.0,A867,Santa Catarina,"91,2","1018,5","2,2",
outubro 2017,20.3,A867,Santa Catarina,"126,8","1013,4","2,7",
novembro 2017,20.8,A867,Santa Catarina,"104,8","1012,8","2,7",
dezembro 2017,23.0,A867,Santa Catarina,"146,6","1011,9","2,4",
janeiro 2018,23.7,A867,Santa Catarina,"185,6","1012,1","2,1",
fevereiro 2018,22.9,A867,Santa Catarina,73,"1013,5",2,
marco 2018,22.9,A867,Santa Catarina,"155,2","1012,2","1,9",
abril 2018,22.4,A867,Santa Catarina,77,1017,"1,7",
maio 2018,18.5,A867,Santa Catarina,109,"1018,5","1,7",
junho 2018,15.2,A867,Santa Catarina,"144,6","1019,2","1,8",
julho 2018,15.3,A867,Santa Catarina,"172,8","1019,4",,
agosto 2018,14.8,A867,Santa Catarina,"71,8","1020,3",,
setembro 2018,19.0,A867,Santa Catarina,"190,6","1016,2",,
outubro 2018,20.2,A867,Santa Catarina,"217,2","1015,4",,
novembro 2018,22.0,A867,Santa Catarina,"90,8",1014,,
dezembro 2018,23.5,A867,Santa Catarina,"104,6",1013,"2,6",
janeiro 2019,26.0,A867,Santa Catarina,"159,4","1013,1","2,1",
fevereiro 2019,23.7,A867,Santa Catarina,195,1013,2,
marco 2019,22.6,A867,Santa Catarina,204,"1015,6","1,9",
abril 2019,21.7,A867,Santa Catarina,"135,2","1014,8","1,8",
maio 2019,19.6,A867,Santa Catarina,"385,6","1016,5","1,8",
junho 2019,18.2,A867,Santa Catarina,"60,4","1018,9","1,5",
julho 2019,14.8,A867,Santa Catarina,"105,4",1020,"1,8",
agosto 2019,15.8,A867,Santa Catarina,"19,6","1021,9","2,2",
setembro 2019,17.6,A867,Santa Catarina,"47,8","1018,2","2,4",
outubro 2019,20.7,A867,Santa Catarina,"174,8","1015,4","2,5",
novembro 2019,21.8,A867,Santa Catarina,"85,6","1013,7","2,9",
dezembro 2019,23.3,A867,Santa Catarina,"59,6","1012,3","2,5",
janeiro 2020,23.9,A867,Santa Catarina,154,"1011,8","2,3",
fevereiro 2020,23.3,A867,Santa Catarina,"62,2","1014,5","2,4",
marco 2020,22.9,A867,Santa Catarina,"25,6","1015,8",2,
abril 2020,19.6,A867,Santa Catarina,"117,2","1017,2","2,2",
maio 2020,16.8,A867,Santa Catarina,"24,8","1016,9","1,9",
junho 2020,16.8,A867,Santa Catarina,"126,6","1017,4","1,8",
julho 2020,15.0,A867,Santa Catarina,"277,4","1018,4",2,
agosto 2020,15.8,A867,Santa Catarina,"68,4","1019,9",2,
setembro 2020,17.8,A867,Santa Catarina,"166,8","1017,9","2,4",
outubro 2020,20.2,A867,Santa Catarina,"70,2","1015,5","2,9",
novembro 2020,21.4,A867,Santa Catarina,"127,2","1015,5","2,5",
dezembro 2020,23.0,A867,Santa Catarina,151,"1012,8","2,6",
janeiro 2021,24.0,A867,Santa Catarina,"150,6","1012,3","2,2",
fevereiro 2021,23.7,A867,Santa Catarina,"84,6","1012,4","2,1",
marco 2021,23.4,A867,Santa Catarina,80,1013,2,
abril 2021,20.9,A867,Santa Catarina,"46,4",1018,"2,1",
maio 2021,15.8,A867,Santa Catarina,"133,2","1017,9","1,8",
junho 2021,15.1,A867,Santa Catarina,"229,8","1019,9","1,8",
julho 2021,14.1,A867,Santa Catarina,"19,2","1021,3","1,9",
agosto 2021,16.8,A867,Santa Catarina,"35,8","1020,7","2,2",
setembro 2021,18.8,A867,Santa Catarina,156,"1016,8","2,6",
outubro 2021,19.5,A867,Santa Catarina,"86,4","1016,5",3,
novembro 2021,20.8,A867,Santa Catarina,,,,
dezembro 2021,23.0,A867,Santa Catarina,,,,
janeiro 2022,24.5,A867,Santa Catarina,"114,2","1011,8","2,2",
fevereiro 2022,24.2,A867,Santa Catarina,37,"1012,3","2,2",
marco 2022,22.5,A867,Santa Catarina,"297,8","1013,9",2,
abril 2022,20.1,A867,Santa Catarina,"74,6","1016,2",2,
maio 2022,16.8,A867,Santa Catarina,"248,2","1017,6","2,1",
junho 2022,14.1,A867,Santa Catarina,"181,4","1018,7","1,8",
julho 2022,17.0,A867,Santa Catarina,"63,8","1017,2","1,7",
agosto 2022,15.6,A867,Santa Catarina,"80,8","1020,2","2,2",
setembro 2022,16.5,A867,Santa Catarina,"57,4","1018,9","2,6",
outubro 2022,19.3,A867,Santa Catarina,"129,4","1015,5","2,5",
novembro 2022,20.5,A867,Santa Catarina,"71,4","1017,2","2,8",
dezembro 2022,22.9,A867,Santa Catarina,"209,2","1012,1","2,4",
janeiro 2023,24.2,A867,Santa Catarina,"108,2","1012,4","2,1",
fevereiro 2023,23.7,A867,Santa Catarina,"255,2","1012,4","2,1",
marco 2023,24.3,A867,Santa Catarina,203,"1014,1","2,1",
abril 2023,20.3,A867,Santa Catarina,"62,6","1015,9",2,
maio 2023,18.7,A867,Santa Catarina,108,"1018,6","1,6",
junho 2023,16.7,A867,Santa Catarina,"158,4","1019,4",,
julho 2023,16.3,A867,Santa Catarina,"191,2","1020,1",,
agosto 2023,16.7,A867,Santa Catarina,"71,2","1017,4",,
setembro 2023,19.2,A867,Santa Catarina,303,"1015,2",,
outubro 2023,18.9,A867,Santa Catarina,"418,6","1014,8","2,6",
novembro 2023,21.4,A867,Santa Catarina,"310,8","1012,7","2,7",
dezembro 2023,23.9,A867,Santa Catarina,"105,4","1012,8","2,6",
janeiro 2024,23.4,A867,Santa Catarina,"164,2","1013,7","2,2",
fevereiro 2024,25.1,A867,Santa Catarina,"64,6","1014,4","2,1",
marco 2024,23.7,A867,Santa Catarina,"181,2","1014,4",2,
abril 2024,22.0,A867,Santa Catarina,"152,8","1015,1","2,2",
maio 2024,18.0,A867,Santa Catarina,"441,8","1016,4","2,1",
junho 2024,17.5,A867,Santa Catarina,"277,8","1017,3","1,8",
julho 2024,14.0,A867,Santa Catarina,140,"1023,3","1,6",
agosto 2024,16.1,A867,Santa Catarina,"57,6","1019,6","2,1",
setembro 2024,18.7,A867,Santa Catarina,"67,4","1016,2","2,3",
outubro 2024,20.7,A867,Santa Catarina,"108,8","1016,1","2,9",
novembro 2024,22.5,A867,Santa Catarina,"122,6",1014,3,
dezembro 2024,22.2,A867,Santa Catarina,"86,8","1012,5","2,5",
janeiro 2014,23.7,A866,Santa Catarina,"191,2","1007,2","5,6",
fevereiro 2014,23.7,A866,Santa Catarina,"90,6","1007,6","6,6",
marco 2014,23.2,A866,Santa Catarina,94,"1008,7","4,4",
abril 2014,21.4,A866,Santa Catarina,"147,6","1011,6","5,1",
maio 2014,18.7,A866,Santa Catarina,"88,2","1011,8","4,1",
junho 2014,17.1,A866,Santa Catarina,243,"1012,4","3,6",
julho 2014,16.8,A866,Santa Catarina,"50,6",1016,0,
agosto 2014,16.4,A866,Santa Catarina,"86,4","1013,6",0,
setembro 2014,18.3,A866,Santa Catarina,"82,2","1010,8",0,
outubro 2014,19.4,A866,Santa Catarina,"112,8","1011,2",0,
novembro 2014,20.8,A866,Santa Catarina,"53,8","1008,2",0,
dezembro 2014,21.9,A866,Santa Catarina,,,,
janeiro 2015,,A866,Santa Catarina,,,,
fevereiro 2015,24.1,A866,Santa Catarina,"204,4","1007,4","5,6",
marco 2015,22.8,A866,Santa Catarina,"213,6",1009,"6,1",
abril 2015,21.5,A866,Santa Catarina,"128,4","1011,2","6,2",
maio 2015,19.1,A866,Santa Catarina,"71,4","1012,9","6,4",
junho 2015,17.7,A866,Santa Catarina,,"1014,4","6,1",
julho 2015,16.2,A866,Santa Catarina,"248,4","1012,9","5,9",
agosto 2015,18.2,A866,Santa Catarina,"58,6","1011,9",9,
setembro 2015,17.2,A866,Santa Catarina,"229,4","1009,3","6,9",
outubro 2015,17.5,A866,Santa Catarina,187,"1010,7","7,4",
novembro 2015,,A866,Santa Catarina,,,,
dezembro 2015,,A866,Santa Catarina,,,,
janeiro 2016,,A866,Santa Catarina,,,,
fevereiro 2016,,A866,Santa Catarina,,,,
marco 2016,22.9,A866,Santa Catarina,"166,2","1009,8","5,9",
abril 2016,22.6,A866,Santa Catarina,"226,2","1008,9","6,1",
maio 2016,16.2,A866,Santa Catarina,"74,8","1013,9","5,5",
junho 2016,12.7,A866,Santa Catarina,"45,6","1016,8","5,3",
julho 2016,14.8,A866,Santa Catarina,"117,2","1013,3","5,9",
agosto 2016,15.6,A866,Santa Catarina,"90,2","1012,4","5,9",
setembro 2016,16.2,A866,Santa Catarina,"113,4","1013,1","6,5",
outubro 2016,18.2,A866,Santa Catarina,"108,6","1010,3","8,3",
novembro 2016,20.2,A866,Santa Catarina,67,"1008,8","8,2",
dezembro 2016,22.4,A866,Santa Catarina,"167,8","1006,5",,
janeiro 2017,24.4,A866,Santa Catarina,"155,2","1007,2",,
fevereiro 2017,24.3,A866,Santa Catarina,"33,8","1006,9",,
marco 2017,23.5,A866,Santa Catarina,"169,2","1009,8",,
abril 2017,20.3,A866,Santa Catarina,"105,2","1011,6",,
maio 2017,19.2,A866,Santa Catarina,"217,4","1011,9",,
junho 2017,17.2,A866,Santa Catarina,"158,4","1013,2",,
julho 2017,16.8,A866,Santa Catarina,12,"1018,8",,
agosto 2017,17.6,A866,Santa Catarina,"65,6","1012,9",,
setembro 2017,18.3,A866,Santa Catarina,31,"1013,2",,
outubro 2017,18.9,A866,Santa Catarina,"99,2","1008,1",,
novembro 2017,19.9,A866,Santa Catarina,100,"1007,5","7,9",
dezembro 2017,21.4,A866,Santa Catarina,"143,2","1006,6","7,3",
janeiro 2018,22.8,A866,Santa Catarina,"117,8","1006,8","5,2",
fevereiro 2018,22.6,A866,Santa Catarina,"62,2","1008,3","2,8",
marco 2018,23.0,A866,Santa Catarina,"142,6","1006,9","4,8",
abril 2018,22.4,A866,Santa Catarina,"33,8","1011,7","4,3",
maio 2018,19.5,A866,Santa Catarina,"39,6","1013,1","4,9",
junho 2018,15.7,A866,Santa Catarina,,"1014,2","4,1",
julho 2018,,A866,Santa Catarina,,,,
agosto 2018,,A866,Santa Catarina,,,,
setembro 2018,,A866,Santa Catarina,,,,
outubro 2018,,A866,Santa Catarina,,,,
novembro 2018,,A866,Santa Catarina,,,,
dezembro 2018,23.1,A866,Santa Catarina,174,"1007,6","7,2",
janeiro 2019,25.0,A866,Santa Catarina,"53,2","1007,8","5,8",
fevereiro 2019,24.3,A866,Santa Catarina,"118,2","1007,4","5,7",
marco 2019,24.1,A866,Santa Catarina,"104,6",1010,"6,1",
abril 2019,22.7,A866,Santa Catarina,"156,4","1009,1","5,4",
maio 2019,20.7,A866,Santa Catarina,"482,6","1010,6","5,8",
junho 2019,19.7,A866,Santa Catarina,63,"1013,3","5,5",
julho 2019,16.1,A866,Santa Catarina,"124,6","1014,2","6,5",
agosto 2019,16.1,A866,Santa Catarina,"15,2","1016,2","8,7",
setembro 2019,17.7,A866,Santa Catarina,"42,2","1012,4","5,2",
outubro 2019,20.2,A866,Santa Catarina,"109,8","1009,7",0,
novembro 2019,20.5,A866,Santa Catarina,59,"1008,2",0,
dezembro 2019,22.3,A866,Santa Catarina,35,"1006,9",0,
janeiro 2020,23.7,A866,Santa Catarina,"186,4","1006,3",0,
fevereiro 2020,23.2,A866,Santa Catarina,"29,2","1008,9",0,
marco 2020,23.4,A866,Santa Catarina,"25,2","1010,3","10,1",
abril 2020,21.2,A866,Santa Catarina,"27,6","1011,4",,
maio 2020,19.2,A866,Santa Catarina,"14,2","1011,1",,
junho 2020,18.2,A866,Santa Catarina,"108,8","1011,7",0,
julho 2020,15.3,A866,Santa Catarina,153,"1012,8",0,
agosto 2020,16.5,A866,Santa Catarina,"77,2","1014,3",0,
setembro 2020,17.9,A866,Santa Catarina,"145,8","1012,1",0,
outubro 2020,19.8,A866,Santa Catarina,"51,2","1009,8",0,
novembro 2020,21.1,A866,Santa Catarina,"121,8","1009,8","1,4",
dezembro 2020,22.7,A866,Santa Catarina,"127,2","1007,2","6,2",
janeiro 2021,23.3,A866,Santa Catarina,196,"1006,9","6,2",
fevereiro 2021,24.6,A866,Santa Catarina,"47,6","1006,8","5,4",
marco 2021,24.3,A866,Santa Catarina,"150,8","1007,3",6,
abril 2021,21.7,A866,Santa Catarina,,"1012,1","4,9",
maio 2021,,A866,Santa Catarina,,,,
junho 2021,,A866,Santa Catarina,,,,
julho 2021,,A866,Santa Catarina,,,,
agosto 2021,,A866,Santa Catarina,,,,
setembro 2021,,A866,Santa Catarina,,,,
outubro 2021,,A866,Santa Catarina,,,,
novembro 2021,,A866,Santa Catarina,,,,
dezembro 2021,,A866,Santa Catarina,,,,
janeiro 2022,,A866,Santa Catarina,,,,
fevereiro 2022,,A866,Santa Catarina,,,,
marco 2022,,A866,Santa Catarina,,,,
abril 2022,,A866,Santa Catarina,,,,
maio 2022,,A866,Santa Catarina,,,,
junho 2022,15.3,A866,Santa Catarina,,"1012,5","5,7",
julho 2022,,A866,Santa Catarina,,,,
agosto 2022,16.5,A866,Santa Catarina,"130,6","1014,3","8,3",
setembro 2022,16.9,A866,Santa Catarina,,,,
outubro 2022,,A866,Santa Catarina,,,,
novembro 2022,20.1,A866,Santa Catarina,"141,4","1011,3","7,4",
dezembro 2022,21.9,A866,Santa Catarina,"187,8","1006,5","7,5",
janeiro 2023,23.6,A866,Santa Catarina,"65,4","1006,8","5,7",
fevereiro 2023,24.4,A866,Santa Catarina,"146,4","1006,8","5,3",
marco 2023,24.5,A866,Santa Catarina,"91,2","1008,6","6,4",
abril 2023,21.6,A866,Santa Catarina,"69,8",1010,"6,4",
maio 2023,20.4,A866,Santa Catarina,71,"1012,7","5,9",
junho 2023,18.5,A866,Santa Catarina,"115,2","1013,4","5,2",
julho 2023,17.4,A866,Santa Catarina,114,"1014,1",7,
agosto 2023,17.3,A866,Santa Catarina,"54,6","1011,5","6,7",
setembro 2023,18.7,A866,Santa Catarina,"138,4","1009,3","7,9",
outubro 2023,18.9,A866,Santa Catarina,384,"1008,8","7,4",
novembro 2023,21.1,A866,Santa Catarina,216,"1006,9","7,4",
dezembro 2023,22.1,A866,Santa Catarina,"111,4","1007,2","7,9",
janeiro 2024,23.8,A866,Santa Catarina,"207,8","1007,9",6,
fevereiro 2024,24.6,A866,Santa Catarina,57,"1008,7","5,4",
marco 2024,23.1,A866,Santa Catarina,112,"1008,7","6,1",
abril 2024,22.8,A866,Santa Catarina,"77,6","1009,3","7,4",
maio 2024,18.8,A866,Santa Catarina,268,"1010,2","6,6",
junho 2024,18.3,A866,Santa Catarina,"128,6","1011,4","5,8",
julho 2024,14.4,A866,Santa Catarina,"189,4",1017,"4,9",
agosto 2024,16.3,A866,Santa Catarina,46,"1013,6","7,5",
setembro 2024,18.3,A866,Santa Catarina,"60,4","1010,4","7,8",
outubro 2024,19.8,A866,Santa Catarina,102,"1010,2","7,1",
novembro 2024,,A866,Santa Catarina,,,,
dezembro 2024,,A866,Santa Catarina,,,,
novembro 2014,17.9,A865,Santa Catarina,,,,
dezembro 2014,19.4,A865,Santa Catarina,"181,4","906,6","3,3",
janeiro 2015,20.6,A865,Santa Catarina,"199,4","908,2","2,8",
fevereiro 2015,20.0,A865,Santa Catarina,"126,6","907,2","2,7",
marco 2015,18.9,A865,Santa Catarina,126,"908,2","2,9",
abril 2015,16.3,A865,Santa Catarina,"93,2","909,5","2,7",
maio 2015,14.0,A865,Santa Catarina,"66,8","910,6","3,2",
junho 2015,11.7,A865,Santa Catarina,"130,8",912,"2,7",
julho 2015,12.5,A865,Santa Catarina,249,"910,2","2,8",
agosto 2015,15.6,A865,Santa Catarina,"66,6","910,7","3,2",
setembro 2015,15.0,A865,Santa Catarina,"311,6","907,1","3,2",
outubro 2015,16.0,A865,Santa Catarina,"337,8","908,2","3,8",
novembro 2015,17.4,A865,Santa Catarina,"119,8",906,"3,6",
dezembro 2015,20.0,A865,Santa Catarina,"192,2","906,4","3,2",
janeiro 2016,20.6,A865,Santa Catarina,"101,6","906,7","3,5",
fevereiro 2016,21.1,A865,Santa Catarina,225,"907,4","2,8",
marco 2016,18.2,A865,Santa Catarina,173,"908,9","3,1",
abril 2016,18.6,A865,Santa Catarina,"132,4","908,8","2,6",
maio 2016,12.3,A865,Santa Catarina,"123,8","910,7","2,8",
junho 2016,9.0,A865,Santa Catarina,25,"912,4","2,8",
julho 2016,11.4,A865,Santa Catarina,"121,2","910,5","3,2",
agosto 2016,12.5,A865,Santa Catarina,136,"909,9","2,9",
setembro 2016,13.3,A865,Santa Catarina,"110,4","910,2","3,4",
outubro 2016,15.2,A865,Santa Catarina,"207,8","907,9","4,2",
novembro 2016,17.3,A865,Santa Catarina,"70,4","907,2","3,5",
dezembro 2016,19.2,A865,Santa Catarina,"151,4","906,2","3,1",
janeiro 2017,20.8,A865,Santa Catarina,"114,2",907,"3,1",
fevereiro 2017,21.3,A865,Santa Catarina,"102,6","907,3","3,1",
marco 2017,18.8,A865,Santa Catarina,"86,6","908,8","3,2",
abril 2017,16.0,A865,Santa Catarina,,"910,2","3,2",
maio 2017,14.6,A865,Santa Catarina,"108,2","909,7","3,3",
junho 2017,12.2,A865,Santa Catarina,,"911,1","3,1",
julho 2017,11.9,A865,Santa Catarina,,"915,7","3,1",
agosto 2017,12.3,A865,Santa Catarina,"106,2","910,6","3,8",
setembro 2017,,A865,Santa Catarina,,,,
outubro 2017,,A865,Santa Catarina,,,,
novembro 2017,17.2,A865,Santa Catarina,,"906,3","3,6",
dezembro 2017,19.8,A865,Santa Catarina,"145,8","905,7","3,4",
janeiro 2018,19.7,A865,Santa Catarina,192,"906,4",3,
fevereiro 2018,19.0,A865,Santa Catarina,"61,2","907,2","2,9",
marco 2018,19.6,A865,Santa Catarina,"134,4","906,5","2,6",
abril 2018,18.0,A865,Santa Catarina,"19,2","910,9","2,5",
maio 2018,13.9,A865,Santa Catarina,"66,8","911,2","2,9",
junho 2018,11.6,A865,Santa Catarina,"124,8","910,9","2,4",
julho 2018,12.7,A865,Santa Catarina,80,911,,
agosto 2018,11.0,A865,Santa Catarina,"89,8","911,4",,
setembro 2018,15.0,A865,Santa Catarina,200,"908,3",,
outubro 2018,15.6,A865,Santa Catarina,"146,2","907,6","3,7",
novembro 2018,17.8,A865,Santa Catarina,"152,4","907,5","3,9",
dezembro 2018,20.0,A865,Santa Catarina,"227,2","907,1","3,1",
janeiro 2019,22.0,A865,Santa Catarina,"134,4","908,4",3,
fevereiro 2019,19.6,A865,Santa Catarina,"125,6","907,1","2,9",
marco 2019,18.6,A865,Santa Catarina,"75,2","909,2","2,9",
abril 2019,17.7,A865,Santa Catarina,"98,2","908,3","2,5",
maio 2019,15.4,A865,Santa Catarina,"241,6",909,"2,6",
junho 2019,14.0,A865,Santa Catarina,"13,6",912,"2,3",
julho 2019,11.5,A865,Santa Catarina,"96,2","911,4","2,9",
agosto 2019,12.0,A865,Santa Catarina,"27,8","913,2","3,5",
setembro 2019,15.2,A865,Santa Catarina,"60,8","909,7","3,5",
outubro 2019,17.7,A865,Santa Catarina,"213,4","908,4","3,3",
novembro 2019,18.0,A865,Santa Catarina,171,"906,9","3,8",
dezembro 2019,19.8,A865,Santa Catarina,"46,4","906,5","3,4",
janeiro 2020,20.6,A865,Santa Catarina,"39,8","905,9","3,2",
fevereiro 2020,,A865,Santa Catarina,,,,
marco 2020,,A865,Santa Catarina,,,,
abril 2020,,A865,Santa Catarina,,,,
maio 2020,,A865,Santa Catarina,,,,
junho 2020,,A865,Santa Catarina,,,,
julho 2020,,A865,Santa Catarina,,,,
agosto 2020,,A865,Santa Catarina,,,,
setembro 2020,,A865,Santa Catarina,,,,
outubro 2020,,A865,Santa Catarina,,,,
novembro 2020,,A865,Santa Catarina,,,,
dezembro 2020,,A865,Santa Catarina,,,,
janeiro 2021,,A865,Santa Catarina,,,,
fevereiro 2021,,A865,Santa Catarina,,,,
marco 2021,,A865,Santa Catarina,,,,
abril 2021,,A865,Santa Catarina,,,,
maio 2021,,A865,Santa Catarina,,,,
junho 2021,,A865,Santa Catarina,,,,
julho 2021,,A865,Santa Catarina,,,,
agosto 2021,,A865,Santa Catarina,,,,
setembro 2021,,A865,Santa Catarina,,,,
outubro 2021,,A865,Santa Catarina,,,,
novembro 2021,,A865,Santa Catarina,,,,
dezembro 2021,,A865,Santa Catarina,,,,
janeiro 2022,,A865,Santa Catarina,,,,
fevereiro 2022,,A865,Santa Catarina,,,,
marco 2022,,A865,Santa Catarina,,,,
abril 2022,,A865,Santa Catarina,,,,
maio 2022,,A865,Santa Catarina,,,,
junho 2022,,A865,Santa Catarina,,,,
julho 2022,,A865,Santa Catarina,,,,
agosto 2022,,A865,Santa Catarina,,,,
setembro 2022,,A865,Santa Catarina,,,,
outubro 2022,,A865,Santa Catarina,,,,
novembro 2022,17.3,A865,Santa Catarina,,"907,7",,
dezembro 2022,20.0,A865,Santa Catarina,194,"905,4",,
janeiro 2023,20.3,A865,Santa Catarina,"218,8","906,6",,
fevereiro 2023,19.8,A865,Santa Catarina,"79,8","906,7",,
marco 2023,19.7,A865,Santa Catarina,"198,6","908,7",,
abril 2023,,A865,Santa Catarina,,,,
maio 2023,15.1,A865,Santa Catarina,,,,
junho 2023,,A865,Santa Catarina,,,,
julho 2023,12.0,A865,Santa Catarina,,,,
agosto 2023,13.6,A865,Santa Catarina,"74,4","909,4","2,6",
setembro 2023,16.1,A865,Santa Catarina,"222,8",908,"3,6",
outubro 2023,15.8,A865,Santa Catarina,"414,8","906,5","3,3",
novembro 2023,18.0,A865,Santa Catarina,"442,8",906,"3,4",
dezembro 2023,20.6,A865,Santa Catarina,"112,2",907,"3,2",
janeiro 2024,19.9,A865,Santa Catarina,193,"907,1","3,1",
fevereiro 2024,21.5,A865,Santa Catarina,"153,2","908,4",3,
marco 2024,20.2,A865,Santa Catarina,"170,2","908,5","2,7",
abril 2024,18.6,A865,Santa Catarina,"168,4","908,7",3,
maio 2024,14.7,A865,Santa Catarina,260,"907,8","2,7",
junho 2024,13.9,A865,Santa Catarina,"188,8","910,1","2,4",
julho 2024,11.7,A865,Santa Catarina,"195,6","913,1","2,4",
agosto 2024,13.2,A865,Santa Catarina,"48,6","911,3","2,9",
setembro 2024,16.7,A865,Santa Catarina,"114,4",909,"3,2",
outubro 2024,17.0,A865,Santa Catarina,"219,4","908,3","3,7",
novembro 2024,18.5,A865,Santa Catarina,70,907,"3,9",
dezembro 2024,18.4,A865,Santa Catarina,"190,2","905,6","3,6",
janeiro 2014,21.4,A864,Santa Catarina,"131,4","924,2","1,8",
fevereiro 2014,21.2,A864,Santa Catarina,,"924,3",2,
marco 2014,19.7,A864,Santa Catarina,"175,4","924,5","1,8",
abril 2014,17.8,A864,Santa Catarina,"23,8","926,3","1,9",
maio 2014,14.3,A864,Santa Catarina,,"926,3","1,1",
junho 2014,13.5,A864,Santa Catarina,"67,6","926,9","1,8",
julho 2014,12.6,A864,Santa Catarina,71,930,"1,6",
agosto 2014,13.5,A864,Santa Catarina,134,"928,2","1,6",
setembro 2014,16.1,A864,Santa Catarina,"191,8","925,6","2,1",
outubro 2014,18.7,A864,Santa Catarina,56,"926,1",2,
novembro 2014,19.8,A864,Santa Catarina,"61,6","923,4","2,1",
dezembro 2014,20.5,A864,Santa Catarina,"223,4",923,"1,9",
janeiro 2015,21.5,A864,Santa Catarina,"111,4","924,6","1,8",
fevereiro 2015,20.7,A864,Santa Catarina,"41,6","923,5","1,5",
marco 2015,20.1,A864,Santa Catarina,"78,6","924,5","1,5",
abril 2015,17.8,A864,Santa Catarina,"7,4",926,"1,3",
maio 2015,14.9,A864,Santa Catarina,127,"927,3","1,2",
junho 2015,12.5,A864,Santa Catarina,"109,6","929,1","1,4",
julho 2015,13.5,A864,Santa Catarina,264,"927,1","1,4",
agosto 2015,15.8,A864,Santa Catarina,"18,6","927,5","1,1",
setembro 2015,16.7,A864,Santa Catarina,"89,6","923,8","1,4",
outubro 2015,17.7,A864,Santa Catarina,"222,8","924,9","1,1",
novembro 2015,18.8,A864,Santa Catarina,"244,6","922,5","1,6",
dezembro 2015,21.0,A864,Santa Catarina,"96,4",923,"0,9",
janeiro 2016,21.1,A864,Santa Catarina,,923,"0,5",
fevereiro 2016,21.8,A864,Santa Catarina,,"923,9",1,
marco 2016,19.8,A864,Santa Catarina,"228,6","925,3","1,9",
abril 2016,19.6,A864,Santa Catarina,,"925,3","2,1",
maio 2016,13.6,A864,Santa Catarina,,"927,5","2,1",
junho 2016,9.7,A864,Santa Catarina,0,"929,4","1,8",
julho 2016,11.8,A864,Santa Catarina,,"927,6","1,9",
agosto 2016,12.8,A864,Santa Catarina,,"926,9","1,8",
setembro 2016,14.6,A864,Santa Catarina,,927,"2,1",
outubro 2016,17.0,A864,Santa Catarina,"109,8","924,6","2,6",
