Unnamed: 0,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
1315,marco 2015,1.8 Feijao (1 Safra),Santa Catarina,51856,51878,100943,1947
1316,marco 2015,1.9 Feijao (2 Safra),Santa Catarina,24000,24000,40800,1700
1317,marco 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1318,marco 2015,1.13 Milho (1 Safra),Santa Catarina,410000,410000,3127480,7628
1319,marco 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1320,marco 2015,1.15 Soja,Santa Catarina,608683,608691,2011003,3304
1321,marco 2015,1.17 Trigo,Santa Catarina,94974,94974,261308,2751
1322,marco 2015,15 Fumo,Santa Catarina,116559,116599,256323,2199
1323,abril 2015,1.4 Arroz,Santa Catarina,148744,148744,1084066,7288
1324,abril 2015,1.8 Feijao (1 Safra),Santa Catarina,51856,51878,100943,1947
1325,abril 2015,1.9 Feijao (2 Safra),Santa Catarina,24000,24000,40800,1700
1326,abril 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1327,abril 2015,1.13 Milho (1 Safra),Santa Catarina,410000,410000,3127480,7628
1328,abril 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1329,abril 2015,1.15 Soja,Santa Catarina,608683,608691,2011003,3304
1330,abril 2015,1.17 Trigo,Santa Catarina,94974,94974,261308,2751
1331,abril 2015,15 Fumo,Santa Catarina,116559,116599,256323,2199
1332,maio 2015,1.4 Arroz,Santa Catarina,148744,148744,1084066,7288
1333,maio 2015,1.8 Feijao (1 Safra),Santa Catarina,51856,51878,100943,1947
1334,maio 2015,1.9 Feijao (2 Safra),Santa Catarina,24000,24000,40800,1700
1335,maio 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1336,maio 2015,1.13 Milho (1 Safra),Santa Catarina,410000,410000,3127480,7628
1337,maio 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1338,maio 2015,1.15 Soja,Santa Catarina,608683,608691,2011003,3304
1339,maio 2015,1.17 Trigo,Santa Catarina,94974,94974,261308,2751
1340,maio 2015,15 Fumo,Santa Catarina,116559,116599,256323,2199
1341,junho 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
1342,junho 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
1343,junho 2015,1.9 Feijao (2 Safra),Santa Catarina,24000,24000,39600,1650
1344,junho 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1345,junho 2015,1.13 Milho (1 Safra),Santa Catarina,410000,410000,3157000,7700
1346,junho 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1347,junho 2015,1.15 Soja,Santa Catarina,600000,600000,1967400,3279
1348,junho 2015,1.17 Trigo,Santa Catarina,78156,78156,229224,2933
1349,junho 2015,15 Fumo,Santa Catarina,116302,116392,255961,2201
1350,julho 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
1351,julho 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
1352,julho 2015,1.9 Feijao (2 Safra),Santa Catarina,24000,24000,39600,1650
1353,julho 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1354,julho 2015,1.13 Milho (1 Safra),Santa Catarina,410000,410000,3157000,7700
1355,julho 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1356,julho 2015,1.15 Soja,Santa Catarina,600000,600000,1967400,3279
1357,julho 2015,1.17 Trigo,Santa Catarina,78156,78156,229224,2933
1358,julho 2015,15 Fumo,Santa Catarina,116302,116392,255961,2201
1359,agosto 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
1360,agosto 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
1361,agosto 2015,1.9 Feijao (2 Safra),Santa Catarina,24000,24000,39600,1650
1362,agosto 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1363,agosto 2015,1.13 Milho (1 Safra),Santa Catarina,410000,410000,3157000,7700
1364,agosto 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1365,agosto 2015,1.15 Soja,Santa Catarina,600000,600000,1967400,3279
1366,agosto 2015,1.17 Trigo,Santa Catarina,78156,78156,229224,2933
1367,agosto 2015,15 Fumo,Santa Catarina,116302,116392,255961,2201
1368,setembro 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
1369,setembro 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
1370,setembro 2015,1.9 Feijao (2 Safra),Santa Catarina,25403,25743,42011,1654
1371,setembro 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1372,setembro 2015,1.13 Milho (1 Safra),Santa Catarina,404487,404487,3076480,7606
1373,setembro 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1374,setembro 2015,1.15 Soja,Santa Catarina,600000,600000,1967400,3279
1375,setembro 2015,1.17 Trigo,Santa Catarina,78136,78136,230554,2951
1376,setembro 2015,15 Fumo,Santa Catarina,116298,116388,255952,2201
1377,outubro 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
1378,outubro 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
1379,outubro 2015,1.9 Feijao (2 Safra),Santa Catarina,25403,25743,42011,1654
1380,outubro 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1381,outubro 2015,1.13 Milho (1 Safra),Santa Catarina,404487,404487,3076480,7606
1382,outubro 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1383,outubro 2015,1.15 Soja,Santa Catarina,600000,600000,1967400,3279
1384,outubro 2015,1.17 Trigo,Santa Catarina,78136,78136,230554,2951
1385,outubro 2015,15 Fumo,Santa Catarina,116298,116388,255952,2201
1386,novembro 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
1387,novembro 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
1388,novembro 2015,1.9 Feijao (2 Safra),Santa Catarina,25403,25743,42011,1654
1389,novembro 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1390,novembro 2015,1.13 Milho (1 Safra),Santa Catarina,404487,404487,3076480,7606
1391,novembro 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1392,novembro 2015,1.15 Soja,Santa Catarina,600000,600000,1967400,3279
1393,novembro 2015,1.17 Trigo,Santa Catarina,78136,78136,230554,2951
1394,novembro 2015,15 Fumo,Santa Catarina,116298,116388,255952,2201
1395,dezembro 2015,1.4 Arroz,Santa Catarina,148705,148706,1081537,7273
1396,dezembro 2015,1.8 Feijao (1 Safra),Santa Catarina,51286,51308,97057,1892
1397,dezembro 2015,1.9 Feijao (2 Safra),Santa Catarina,25403,25743,42011,1654
1398,dezembro 2015,1.10 Feijao (3 Safra),Santa Catarina,,,,
1399,dezembro 2015,1.13 Milho (1 Safra),Santa Catarina,404487,404487,3076480,7606
1400,dezembro 2015,1.14 Milho (2 Safra),Santa Catarina,,,,
1401,dezembro 2015,1.15 Soja,Santa Catarina,608483,608641,2000323,3287
1402,dezembro 2015,1.17 Trigo,Santa Catarina,72761,76726,149160,2050
1403,dezembro 2015,15 Fumo,Santa Catarina,116298,116388,255952,2201
1404,janeiro 2016,1.4 Arroz,Santa Catarina,147601,147646,1064326,7211
1405,janeiro 2016,1.8 Feijao (1 Safra),Santa Catarina,46355,47782,93030,2007
1406,janeiro 2016,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
1407,janeiro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1408,janeiro 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
1409,janeiro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1410,janeiro 2016,1.15 Soja,Santa Catarina,635000,635000,2095500,3300
1411,janeiro 2016,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
1412,janeiro 2016,15 Fumo,Santa Catarina,111394,113044,221925,1992
1413,fevereiro 2016,1.4 Arroz,Santa Catarina,147601,147646,1064326,7211
1414,fevereiro 2016,1.8 Feijao (1 Safra),Santa Catarina,46355,47782,93030,2007
1415,fevereiro 2016,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
1416,fevereiro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1417,fevereiro 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
1418,fevereiro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1419,fevereiro 2016,1.15 Soja,Santa Catarina,635000,635000,2095500,3300
1420,fevereiro 2016,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
1421,fevereiro 2016,15 Fumo,Santa Catarina,111394,113044,221925,1992
1422,marco 2016,1.4 Arroz,Santa Catarina,147714,147761,1054768,7141
1423,marco 2016,1.8 Feijao (1 Safra),Santa Catarina,44737,46735,83247,1861
1424,marco 2016,1.9 Feijao (2 Safra),Santa Catarina,26231,26231,44246,1687
1425,marco 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1426,marco 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
1427,marco 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1428,marco 2016,1.15 Soja,Santa Catarina,645000,645000,2128500,3300
1429,marco 2016,1.17 Trigo,Santa Catarina,68775,74520,131518,1912
1430,marco 2016,15 Fumo,Santa Catarina,110556,111993,193771,1753
1431,abril 2016,1.4 Arroz,Santa Catarina,147714,147761,1054768,7141
1432,abril 2016,1.8 Feijao (1 Safra),Santa Catarina,44737,46735,83247,1861
1433,abril 2016,1.9 Feijao (2 Safra),Santa Catarina,26231,26231,44246,1687
1434,abril 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1435,abril 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
1436,abril 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1437,abril 2016,1.15 Soja,Santa Catarina,645000,645000,2128500,3300
1438,abril 2016,1.17 Trigo,Santa Catarina,68775,74520,131518,1912
1439,abril 2016,15 Fumo,Santa Catarina,110556,111993,193771,1753
1440,maio 2016,1.4 Arroz,Santa Catarina,147714,147761,1054768,7141
1441,maio 2016,1.8 Feijao (1 Safra),Santa Catarina,44737,46735,83247,1861
1442,maio 2016,1.9 Feijao (2 Safra),Santa Catarina,26231,26231,44246,1687
1443,maio 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1444,maio 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2775000,7500
1445,maio 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1446,maio 2016,1.15 Soja,Santa Catarina,645000,645000,2128500,3300
1447,maio 2016,1.17 Trigo,Santa Catarina,68775,74520,131518,1912
1448,maio 2016,15 Fumo,Santa Catarina,110556,111993,193771,1753
1449,junho 2016,1.4 Arroz,Santa Catarina,147436,147483,1049602,7119
1450,junho 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81229,1817
1451,junho 2016,1.9 Feijao (2 Safra),Santa Catarina,26633,26933,42598,1599
1452,junho 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1453,junho 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2701000,7300
1454,junho 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1455,junho 2016,1.15 Soja,Santa Catarina,660661,660664,2140061,3239
1456,junho 2016,1.17 Trigo,Santa Catarina,59946,59946,173932,2901
1457,junho 2016,15 Fumo,Santa Catarina,109389,110826,195273,1785
1458,julho 2016,1.4 Arroz,Santa Catarina,147436,147483,1049602,7119
1459,julho 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81229,1817
1460,julho 2016,1.9 Feijao (2 Safra),Santa Catarina,26633,26933,42598,1599
1461,julho 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1462,julho 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2701000,7300
1463,julho 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1464,julho 2016,1.15 Soja,Santa Catarina,660661,660664,2140061,3239
1465,julho 2016,1.17 Trigo,Santa Catarina,59946,59946,173932,2901
1466,julho 2016,15 Fumo,Santa Catarina,109389,110826,195273,1785
1467,agosto 2016,1.4 Arroz,Santa Catarina,147436,147483,1049602,7119
1468,agosto 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81229,1817
1469,agosto 2016,1.9 Feijao (2 Safra),Santa Catarina,26633,26933,42598,1599
1470,agosto 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1471,agosto 2016,1.13 Milho (1 Safra),Santa Catarina,370000,370000,2701000,7300
1472,agosto 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1473,agosto 2016,1.15 Soja,Santa Catarina,660661,660664,2140061,3239
1474,agosto 2016,1.17 Trigo,Santa Catarina,59946,59946,173932,2901
1475,agosto 2016,15 Fumo,Santa Catarina,109389,110826,195273,1785
1476,setembro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
1477,setembro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
1478,setembro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
1479,setembro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1480,setembro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
1481,setembro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1482,setembro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
1483,setembro 2016,1.17 Trigo,Santa Catarina,63379,63379,194136,3063
1484,setembro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
1485,outubro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
1486,outubro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
1487,outubro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
1488,outubro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1489,outubro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
1490,outubro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1491,outubro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
1492,outubro 2016,1.17 Trigo,Santa Catarina,63379,63379,194136,3063
1493,outubro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
1494,novembro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
1495,novembro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
1496,novembro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
1497,novembro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1498,novembro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
1499,novembro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1500,novembro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
1501,novembro 2016,1.17 Trigo,Santa Catarina,63379,63379,194136,3063
1502,novembro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
1503,dezembro 2016,1.4 Arroz,Santa Catarina,147436,147483,1050859,7128
1504,dezembro 2016,1.8 Feijao (1 Safra),Santa Catarina,44695,46780,81227,1817
1505,dezembro 2016,1.9 Feijao (2 Safra),Santa Catarina,26643,26943,42396,1591
1506,dezembro 2016,1.10 Feijao (3 Safra),Santa Catarina,,,,
1507,dezembro 2016,1.13 Milho (1 Safra),Santa Catarina,360341,360341,2530363,7022
1508,dezembro 2016,1.14 Milho (2 Safra),Santa Catarina,,,,
1509,dezembro 2016,1.15 Soja,Santa Catarina,660761,660764,2139611,3238
1510,dezembro 2016,1.17 Trigo,Santa Catarina,64697,64707,216977,3354
1511,dezembro 2016,15 Fumo,Santa Catarina,109329,110766,195151,1785
1512,janeiro 2017,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
1513,janeiro 2017,1.8 Feijao (1 Safra),Santa Catarina,48982,48987,100651,2055
1514,janeiro 2017,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
1515,janeiro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1516,janeiro 2017,1.13 Milho (1 Safra),Santa Catarina,377138,377138,2910600,7718
1517,janeiro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1518,janeiro 2017,1.15 Soja,Santa Catarina,647158,647158,2220414,3431
1519,janeiro 2017,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
1520,janeiro 2017,15 Fumo,Santa Catarina,112536,112536,247494,2199
1521,fevereiro 2017,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
1522,fevereiro 2017,1.8 Feijao (1 Safra),Santa Catarina,48982,48987,100651,2055
1523,fevereiro 2017,1.9 Feijao (2 Safra),Santa Catarina,26112,26112,38366,1469
1524,fevereiro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1525,fevereiro 2017,1.13 Milho (1 Safra),Santa Catarina,377138,377138,2910600,7718
1526,fevereiro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1527,fevereiro 2017,1.15 Soja,Santa Catarina,647158,647158,2220414,3431
1528,fevereiro 2017,1.17 Trigo,Santa Catarina,85000,85000,238000,2800
1529,fevereiro 2017,15 Fumo,Santa Catarina,112536,112536,247494,2199
1530,marco 2017,1.4 Arroz,Santa Catarina,147745,147745,1102206,7460
1531,marco 2017,1.8 Feijao (1 Safra),Santa Catarina,49014,49020,102711,2096
1532,marco 2017,1.9 Feijao (2 Safra),Santa Catarina,25458,25458,40045,1573
1533,marco 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1534,marco 2017,1.13 Milho (1 Safra),Santa Catarina,372513,372513,3061562,8219
1535,marco 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1536,marco 2017,1.15 Soja,Santa Catarina,651753,651753,2328510,3573
1537,marco 2017,1.17 Trigo,Santa Catarina,55000,55000,132000,2400
1538,marco 2017,15 Fumo,Santa Catarina,112466,112466,253812,2257
1539,abril 2017,1.4 Arroz,Santa Catarina,147745,147745,1102206,7460
1540,abril 2017,1.8 Feijao (1 Safra),Santa Catarina,49014,49020,102711,2096
1541,abril 2017,1.9 Feijao (2 Safra),Santa Catarina,25458,25458,40045,1573
1542,abril 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1543,abril 2017,1.13 Milho (1 Safra),Santa Catarina,372513,372513,3061562,8219
1544,abril 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1545,abril 2017,1.15 Soja,Santa Catarina,651753,651753,2328510,3573
1546,abril 2017,1.17 Trigo,Santa Catarina,55000,55000,132000,2400
1547,abril 2017,15 Fumo,Santa Catarina,112466,112466,253812,2257
1548,maio 2017,1.4 Arroz,Santa Catarina,147745,147745,1102206,7460
1549,maio 2017,1.8 Feijao (1 Safra),Santa Catarina,49014,49020,102711,2096
1550,maio 2017,1.9 Feijao (2 Safra),Santa Catarina,25458,25458,40045,1573
1551,maio 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1552,maio 2017,1.13 Milho (1 Safra),Santa Catarina,372513,372513,3061562,8219
1553,maio 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1554,maio 2017,1.15 Soja,Santa Catarina,651753,651753,2328510,3573
1555,maio 2017,1.17 Trigo,Santa Catarina,55000,55000,132000,2400
1556,maio 2017,15 Fumo,Santa Catarina,112466,112466,253812,2257
1557,junho 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
1558,junho 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
1559,junho 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
1560,junho 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1561,junho 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
1562,junho 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1563,junho 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
1564,junho 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
1565,junho 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
1566,julho 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
1567,julho 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
1568,julho 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
1569,julho 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1570,julho 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
1571,julho 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1572,julho 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
1573,julho 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
1574,julho 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
1575,agosto 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
1576,agosto 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
1577,agosto 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
1578,agosto 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1579,agosto 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
1580,agosto 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1581,agosto 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
1582,agosto 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
1583,agosto 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
1584,setembro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
1585,setembro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
1586,setembro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
1587,setembro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1588,setembro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
1589,setembro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1590,setembro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
1591,setembro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
1592,setembro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
1593,outubro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
1594,outubro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
1595,outubro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
1596,outubro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1597,outubro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
1598,outubro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1599,outubro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
1600,outubro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
1601,outubro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
1602,novembro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
1603,novembro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
1604,novembro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
1605,novembro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1606,novembro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
1607,novembro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1608,novembro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
1609,novembro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
1610,novembro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
1611,dezembro 2017,1.4 Arroz,Santa Catarina,147691,147691,1134069,7679
1612,dezembro 2017,1.8 Feijao (1 Safra),Santa Catarina,49233,49245,105809,2149
1613,dezembro 2017,1.9 Feijao (2 Safra),Santa Catarina,20403,27843,30472,1494
1614,dezembro 2017,1.10 Feijao (3 Safra),Santa Catarina,,,,
1615,dezembro 2017,1.13 Milho (1 Safra),Santa Catarina,369813,370913,3108536,8406
1616,dezembro 2017,1.14 Milho (2 Safra),Santa Catarina,,,,
1617,dezembro 2017,1.15 Soja,Santa Catarina,658932,663252,2429932,3688
1618,dezembro 2017,1.17 Trigo,Santa Catarina,58613,58613,189695,3236
1619,dezembro 2017,15 Fumo,Santa Catarina,112462,112462,252443,2245
1620,janeiro 2018,1.4 Arroz,Santa Catarina,147581,147581,1078015,7305
1621,janeiro 2018,1.8 Feijao (1 Safra),Santa Catarina,50350,50350,108144,2148
1622,janeiro 2018,1.9 Feijao (2 Safra),Santa Catarina,23030,23225,36924,1603
1623,janeiro 2018,1.10 Feijao (3 Safra),Santa Catarina,,,,
1624,janeiro 2018,1.13 Milho (1 Safra),Santa Catarina,346103,346103,2771096,8007
1625,janeiro 2018,1.14 Milho (2 Safra),Santa Catarina,,,,
